id,name,irish_name,county,country,eircode,grid_reference,easting,northing,latitude,longitude,postal_town,local_government_area,province,nuts3_region,type
1699,Arnasbrack,,Sligo,Republic of Ireland,F91,G721290,172192,329008,54.20928,-8.42694,Sligo,Sligo County Council,Connacht,Border,Townland
1700,Arnestown,Baile Arn,Wexford,Republic of Ireland,Y35,S869160,286997,116003,52.28928,-6.72577,Wexford,Wexford County Council,Leinster,South-East,Townland
1701,Arnestown,Baile Arn,Wexford,Republic of Ireland,Y34,S735256,273562,125654,52.37796,-6.92052,New Ross,Wexford County Council,Leinster,South-East,Townland
1702,Aroddy,Áth Rodaí,Leitrim,Republic of Ireland,N41,H089065,208946,306502,54.00777,-7.86431,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
1703,Arodstown,,Meath,Republic of Ireland,A83,N883501,288327,250179,53.49441,-6.66988,Enfield,Meath County Council,Leinster,Mid-East,Townland
1704,Arpinstown,,Wexford,Republic of Ireland,Y35,S972155,297227,115572,52.28370,-6.57603,Wexford,Wexford County Council,Leinster,South-East,Townland
1705,Arraghan,,Roscommon,Republic of Ireland,F45,M723867,172346,286729,53.82947,-8.42073,Castlerea,Roscommon County Council,Connacht,West,Townland
1706,Arragh Beg,Arrach Bheag,Tipperary,Republic of Ireland,E53,R993996,199306,199608,53.04743,-8.01108,Roscrea,Tipperary County Council,Munster,Mid-West,Townland
1707,Arragh More,Arrach Mhór,Tipperary,Republic of Ireland,R42,M976009,197600,200913,53.05915,-8.03653,Birr,Tipperary County Council,Munster,Mid-West,Townland
1708,Arraglen,Airghleann,Kerry,Republic of Ireland,V92,Q465150,46538,115069,52.26635,-10.24868,Tralee,Kerry County Council,Munster,South-West,Townland
1709,Arragorteen,Ardghoirtín,Wexford,Republic of Ireland,Y25,T155548,315551,154869,52.63313,-6.29403,Gorey,Wexford County Council,Leinster,South-East,Townland
1710,Arranagh,Aránach,Limerick,Republic of Ireland,V42,R266287,126656,128762,52.40590,-9.07842,Newcastle West,Limerick City And County Council,Munster,Mid-West,Townland
1711,Arrigal,,Meath,Republic of Ireland,A82,N834847,283435,284766,53.80589,-6.73430,Kells,Meath County Council,Leinster,Mid-East,Townland
1712,Arroo,Áradh,Leitrim,Republic of Ireland,F91,G836515,183609,351540,54.41219,-8.25319,Sligo,Leitrim County Council,Connacht,Border,Townland
1713,Arrybreaga,Airí Bhréige,Limerick,Republic of Ireland,E34,R794401,179452,140126,52.51255,-8.30338,Tipperary,Limerick City And County Council,Munster,Mid-West,Townland
1714,Arryheernabin,Earra Thíre na Binne,Donegal,Republic of Ireland,F92,C229469,222946,446929,55.26878,-7.63979,Letterkenny,Donegal County Council,Ulster,Border,Townland
1715,Artane,Ard Aidhin,Dublin,Republic of Ireland,D05,O194384,319481,238457,53.38300,-6.20514,Dublin,Dublin City Council,Leinster,Dublin,Town/Village
1716,Arthurstown,Baile Artúir,Kildare,Republic of Ireland,W91,N953209,295390,220941,53.23056,-6.57231,Naas,Kildare County Council,Leinster,Mid-East,Townland
1717,Arthurstown,Baile Artúir,Louth,Republic of Ireland,A92,N925964,292561,296437,53.90917,-6.59231,Drogheda,Louth County Council,Leinster,Border,Townland
1718,Arthurstown,Colmán,Wexford,Republic of Ireland,Y34,S716104,271680,110497,52.24202,-6.95137,New Ross,Wexford County Council,Leinster,South-East,Town/Village
1719,Arthurstown Little,Baile Artúir Beag,Louth,Republic of Ireland,A91,N941956,294144,295612,53.90147,-6.56847,Dundalk,Louth County Council,Leinster,Border,Townland
1720,Artidowney,Ard Tí Dúnaígh,Cavan,Republic of Ireland,H14,H319159,231970,315994,54.09213,-7.51216,Belturbet,Cavan County Council,Ulster,Border,Townland
1721,Artikellys,,Donegal,Republic of Ireland,F93,C186038,218619,403852,54.88203,-7.71066,Lifford,Donegal County Council,Ulster,Border,Townland
1722,Artiteige,Ard Tí Taidhg,Cork,Republic of Ireland,P72,W560464,156052,46486,51.66969,-8.63596,Bandon,Cork County Council,Munster,South-West,Townland
1723,Artnalevery,Ard na Leibhre,Louth,Republic of Ireland,A92,N933930,293359,293009,53.87824,-6.58121,Drogheda,Louth County Council,Leinster,Border,Townland
1724,Artonagh,Ard-tonnach,Cavan,Republic of Ireland,H14,H329121,232976,312177,54.05778,-7.49720,Belturbet,Cavan County Council,Ulster,Border,Townland
1725,Artonagh,,Cavan,Republic of Ireland,H16,H542064,254212,306465,54.00467,-7.17396,Cootehill,Cavan County Council,Ulster,Border,Townland
1726,Artoney,Ard Tamhnaí,Louth,Republic of Ireland,A91,H949007,294968,300765,53.94760,-6.55434,Dundalk,Louth County Council,Leinster,Border,Townland
1727,Artramon,,Wexford,Republic of Ireland,Y35,T032266,303283,126616,52.38181,-6.48393,Wexford,Wexford County Council,Leinster,South-East,Townland
1728,Arundelmills,Muileann Arundel,Cork,Republic of Ireland,P85,W412403,141298,40384,51.61350,-8.84816,Clonakilty,Cork County Council,Munster,South-West,Townland
1729,Arvagh,Ármhach,Cavan,Republic of Ireland,H12,N276969,227649,296966,53.92144,-7.57992,Cavan,Cavan County Council,Ulster,Border,Town/Village
1730,Arywee,Airí Bhuí,Limerick,Republic of Ireland,V35,R608468,160860,146870,52.57213,-8.57801,Kilmallock,Limerick City And County Council,Munster,Mid-West,Townland
1731,Ash Big,Ais Mhór,Louth,Republic of Ireland,A91,H971051,297153,305195,53.98698,-6.51967,Dundalk,Louth County Council,Leinster,Border,Townland
1732,Ashbourne,Cill Dhéagláin,Meath,Republic of Ireland,A84,O063524,306369,252415,53.51116,-6.39738,Ashbourne,Meath County Council,Leinster,Mid-East,Town/Village
1733,Ashbrook,An Bhuaile,Galway,Republic of Ireland,H53,M689268,168966,226876,53.29154,-8.46610,Ballinasloe,Galway County Council,Connacht,West,Townland
1734,Ashbrook,,Laois,Republic of Ireland,R32,N332107,233202,210737,53.14640,-7.50453,Portlaoise,Laois County Council,Leinster,Midland,Townland
1735,Ashbrook,Log an Phúca,Mayo,Republic of Ireland,F26,M273965,127379,296596,53.91376,-9.10588,Ballina,Mayo County Council,Connacht,West,Townland
1736,Ashbrook,Cnoc na Bearna Buí,Roscommon,Republic of Ireland,F42,M953786,195372,278662,53.75770,-8.07091,Roscommon,Roscommon County Council,Connacht,West,Townland
1737,Ashbury,An Ráth Liath,Tipperary,Republic of Ireland,E53,S148905,214893,190554,52.96587,-7.77909,Roscrea,Tipperary County Council,Munster,Mid-West,Townland
1738,Ashfield,Gort na Fuinseoige,Dublin,Republic of Ireland,D22,O080302,308018,230297,53.31218,-6.38010,Dublin,South Dublin County Council,Leinster,Dublin,Townland
1739,Ashfield,Gort na bhFuinseog,Galway,Republic of Ireland,F45,M654598,165419,259868,53.58774,-8.52293,Castlerea,Galway County Council,Connacht,West,Townland
1740,Ashfield,Gort na Fuinseannach,Galway,Republic of Ireland,H53,M870113,187081,211356,53.15284,-8.19383,Ballinasloe,Galway County Council,Connacht,West,Townland
1741,Ashfield,,Laois,Republic of Ireland,R93,S640824,264059,182467,52.88961,-7.04903,Carlow,Laois County Council,Leinster,Midland,Townland
1742,Ashfield,,Meath,Republic of Ireland,A83,N675451,267508,245174,53.45253,-6.98459,Enfield,Meath County Council,Leinster,Mid-East,Townland
1743,Ashfield,Gleann na bhFuinseog,Offaly,Republic of Ireland,R35,N281305,228100,230506,53.32432,-7.57904,Tullamore,Offaly County Council,Leinster,Midland,Townland
1744,Ashfield Demesne,An Cluainín,Galway,Republic of Ireland,H91,R433968,143359,196887,53.01999,-8.84476,Galway,Galway County Council,Connacht,West,Townland
1745,Ashford,Ceapach Chorcóige Thoir,Galway,Republic of Ireland,F31,M142549,114218,254987,53.53802,-9.29457,Ballinrobe,Galway County Council,Connacht,West,Townland
1746,Ashford,Tuaim Sruthra,Galway,Republic of Ireland,H53,M842327,184216,232722,53.34473,-8.23773,Ballinasloe,Galway County Council,Connacht,West,Townland
1747,Ashford,Áth na bhFuinseog,Limerick,Republic of Ireland,V42,R278236,127888,123606,52.35974,-9.05921,Newcastle West,Limerick City And County Council,Munster,Mid-West,Town/Village
1748,Ashford,Áth na Fuinseoige,Wicklow,Republic of Ireland,A67,T268971,326845,197196,53.01075,-6.11090,Wicklow,Wicklow County Council,Leinster,Mid-East,Townland
1749,Ashford,Áth na Fuinseoige,Wicklow,Republic of Ireland,A67,T270972,327020,197205,53.01079,-6.10829,Wicklow,Wicklow County Council,Leinster,Mid-East,Town/Village
1750,Ashfort,Eanach an Róistigh,Limerick,Republic of Ireland,V94,R545503,154553,150397,52.60333,-8.67151,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1751,Ashglen,Gleann na Fuinseoioge,Kilkenny,Republic of Ireland,R95,S569438,256915,143885,52.54375,-7.16183,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
1752,Ashgrove,Doire Chruinnill,Cavan,Republic of Ireland,H14,H371127,237147,312787,54.06298,-7.43343,Belturbet,Cavan County Council,Ulster,Border,Townland
1753,Ashgrove,Cloch an Easpaig,Cork,Republic of Ireland,P85,W401413,140125,41300,51.62161,-8.86525,Clonakilty,Cork County Council,Munster,South-West,Townland
1754,Ashgrove,Garrán na Fuinseoige,Cork,Republic of Ireland,P24,W834689,183477,68913,51.87272,-8.24062,Cobh,Cork County Council,Munster,South-West,Townland
1755,Ashgrove,Garrán na Fuinseoige,Cork,Republic of Ireland,P51,R547005,154715,100518,52.15514,-8.66238,Mallow,Cork County Council,Munster,South-West,Townland
1756,Ashgrove,,Kildare,Republic of Ireland,W34,N649038,264990,203843,53.08154,-7.03091,Monasterevin,Kildare County Council,Leinster,Mid-East,Townland
1757,Ashgrove,Currach na Mallacht,Limerick,Republic of Ireland,V42,R251355,125195,135540,52.46661,-9.10141,Newcastle West,Limerick City And County Council,Munster,Mid-West,Townland
1758,Ashgrove,Scairt an Bhotháin,Tipperary,Republic of Ireland,E34,R952297,195229,129775,52.41990,-8.07086,Tipperary,Tipperary County Council,Munster,South-East,Townland
1759,Ashhill,Cnoc na Fuinseoige,Tipperary,Republic of Ireland,E41,S137494,213713,149481,52.59683,-7.79836,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1760,Ash Hill,Cnoc Cais,Limerick,Republic of Ireland,V35,R601274,160161,127422,52.39732,-8.58599,Kilmallock,Limerick City And County Council,Munster,Mid-West,Townland
1761,Ash-Hill,,Kerry,Republic of Ireland,V92,Q889100,88953,110024,52.23123,-9.62604,Tralee,Kerry County Council,Munster,South-West,Townland
1762,Ashleypark,Páirc Ashley,Tipperary,Republic of Ireland,E45,R874866,187459,186671,52.93104,-8.18723,Nenagh,Tipperary County Council,Munster,Mid-West,Townland
1763,Ash Little,Ais Bheag,Louth,Republic of Ireland,A91,H966046,296695,304668,53.98233,-6.52682,Dundalk,Louth County Council,Leinster,Border,Townland
1764,Ashpark,,Meath,Republic of Ireland,A42,O052599,305222,259992,53.57945,-6.41212,Garristown,Meath County Council,Leinster,Mid-East,Townland
1765,Ashpark,Ráth Eimhrín,Roscommon,Republic of Ireland,F45,M746730,174673,273067,53.70685,-8.38426,Castlerea,Roscommon County Council,Connacht,West,Townland
1766,Ashpark,Baile Uí Bhriain,Tipperary,Republic of Ireland,E45,M965028,196518,202898,53.07699,-8.05270,Nenagh,Tipperary County Council,Munster,Mid-West,Townland
1767,Ashroe,Ais Rua,Limerick,Republic of Ireland,V94,R731591,173107,159142,52.68315,-8.39839,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1768,Ashtown,Baile an Ásaigh,Dublin,Republic of Ireland,D15,O103373,310347,237390,53.37541,-6.34271,Dublin,Fingal County Council,Leinster,Dublin,Townland
1769,Ashtown,Baile an Ásaigh,Dublin,Republic of Ireland,D07,O110370,311091,237085,53.37251,-6.33164,Dublin,Dublin City Council,Leinster,Dublin,Town/Village
1770,Ashtown,Baile na Fuinseoige,Kilkenny,Republic of Ireland,E32,S488270,248890,127012,52.39291,-7.28257,Carrick-On-Suir,Kilkenny County Council,Leinster,South-East,Townland
1771,Ashtown,Baile na Fuinseoige,Waterford,Republic of Ireland,X42,S354088,235485,108883,52.23103,-7.48137,Kilmacthomas,Waterford City And County Council,Munster,South-East,Townland
1772,Ashtown,,Wicklow,Republic of Ireland,A98,O173038,317328,203854,53.07272,-6.25020,Bray,Wicklow County Council,Leinster,Mid-East,Townland
1773,Ashtown,,Wicklow,Republic of Ireland,A67,T299931,329920,193124,52.97345,-6.06674,Wicklow,Wicklow County Council,Leinster,Mid-East,Townland
1774,Ashwell's-Lot,Lota Ashwell,Tipperary,Republic of Ireland,E25,S071400,207160,140054,52.51224,-7.89527,Cashel,Tipperary County Council,Munster,South-East,Townland
1775,Ashwood Lower,,Wexford,Republic of Ireland,Y14,T220689,322027,168998,52.75861,-6.19321,Arklow,Wexford County Council,Leinster,South-East,Townland
1776,Ashwood Upper,,Wexford,Republic of Ireland,Y14,T218696,321851,169682,52.76480,-6.19556,Arklow,Wexford County Council,Leinster,South-East,Townland
1777,Ask,,Wexford,Republic of Ireland,Y25,T175625,317584,162595,52.70209,-6.26128,Gorey,Wexford County Council,Leinster,South-East,Townland
1778,Askabeg,,Wexford,Republic of Ireland,Y21,T086374,308680,137467,52.47823,-6.40118,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1779,Aska Beg,,Wexford,Republic of Ireland,Y25,T019582,301901,158241,52.66616,-6.49452,Gorey,Wexford County Council,Leinster,South-East,Townland
1780,Askaheige,,Wexford,Republic of Ireland,Y21,S922611,292227,161191,52.69439,-6.63664,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1781,Askakeagh,,Wicklow,Republic of Ireland,Y14,T064783,306424,178389,52.84626,-6.42116,Arklow,Wicklow County Council,Leinster,Mid-East,Townland
1782,Askakeel,,Wexford,Republic of Ireland,Y25,T057657,305705,165718,52.73259,-6.43592,Gorey,Wexford County Council,Leinster,South-East,Townland
1783,Askamore,An Easca Mhór,Wexford,Republic of Ireland,Y25,T028589,302886,158958,52.67241,-6.47976,Gorey,Wexford County Council,Leinster,South-East,Town/Village
1784,Aska More,,Wexford,Republic of Ireland,Y25,T032590,303214,159092,52.67356,-6.47487,Gorey,Wexford County Council,Leinster,South-East,Townland
1785,Askanagap,Easca na gCeap,Wicklow,Republic of Ireland,Y14,T060811,306012,181163,52.87127,-6.42638,Arklow,Wicklow County Council,Leinster,Mid-East,Townland
1786,Askanagap,Easca na gCeap,Wicklow,Republic of Ireland,Y14,T070812,307078,181292,52.87221,-6.41051,Arklow,Wicklow County Council,Leinster,Mid-East,Town/Village
1787,Askasilla,,Wexford,Republic of Ireland,Y21,T096353,309630,135377,52.45927,-6.38788,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1788,Aske,An Easc,Dublin,Republic of Ireland,A98,O253203,325372,220351,53.21904,-6.12379,Bray,Dun Laoghaire-Rathdown County Council,Leinster,Dublin,Townland
1789,Askeaton,Eas Géitine,Limerick,Republic of Ireland,V94,R343497,134316,149750,52.59545,-8.97002,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1790,Askeaton,Eas Géitine,Limerick,Republic of Ireland,V94,R342503,134207,150331,52.60066,-8.97175,Limerick,Limerick City And County Council,Munster,Mid-West,Town/Village
1791,Askill,An Ascaill,Leitrim,Republic of Ireland,F94,G876559,187689,355971,54.45211,-8.19054,Donegal,Leitrim County Council,Connacht,Border,Townland
1792,Askillaun,Ascailleán,Mayo,Republic of Ireland,F28,L777802,77701,280298,53.75808,-9.85503,Westport,Mayo County Council,Connacht,West,Townland
1793,Askillaun,,Mayo,Republic of Ireland,F26,G320065,132075,306512,54.00347,-9.03663,Ballina,Mayo County Council,Connacht,West,Townland
1794,Askinamoe,,Wexford,Republic of Ireland,Y21,T001519,300161,151913,52.60963,-6.52216,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1795,Askinch Lower,,Wexford,Republic of Ireland,Y25,T172714,317268,171446,52.78166,-6.26279,Gorey,Wexford County Council,Leinster,South-East,Townland
1796,Askinch Upper,,Wexford,Republic of Ireland,Y25,T166721,316676,172177,52.78835,-6.27130,Gorey,Wexford County Council,Leinster,South-East,Townland
1797,Askinfarney,Easca na Fearna,Wexford,Republic of Ireland,Y21,S834364,283497,136489,52.47388,-6.77196,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1798,Askingarran Lower,,Wexford,Republic of Ireland,Y25,T208517,320878,151700,52.60351,-6.21656,Gorey,Wexford County Council,Leinster,South-East,Townland
1799,Askingarran Upper,,Wexford,Republic of Ireland,Y25,T198517,319877,151705,52.60378,-6.23132,Gorey,Wexford County Council,Leinster,South-East,Townland
1800,Askintinny,,Wicklow,Republic of Ireland,Y14,T246697,324662,169777,52.76501,-6.15390,Arklow,Wicklow County Council,Leinster,Mid-East,Townland
1801,Askinvillar Lower,Easca an Bhiolair Íochtarach,Wexford,Republic of Ireland,Y21,S844450,284469,145018,52.55036,-6.75550,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1802,Askinvillar Upper,Easca an Bhiolair Uachtarach,Wexford,Republic of Ireland,Y21,S833452,283343,145213,52.55228,-6.77205,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1803,Askunshin,,Wexford,Republic of Ireland,Y21,S941424,294122,142464,52.52583,-6.61396,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1804,Asnagh,Easnach,Longford,Republic of Ireland,N39,N295754,229596,275472,53.72823,-7.55234,Longford,Longford County Council,Leinster,Midland,Townland
1805,Assagart,Agard Hae,Wexford,Republic of Ireland,Y35,S866234,286678,123404,52.35582,-6.72854,Wexford,Wexford County Council,Leinster,South-East,Townland
1806,Assaly Great,,Wexford,Republic of Ireland,Y35,T057134,305737,113455,52.26310,-6.45204,Wexford,Wexford County Council,Leinster,South-East,Townland
1807,Assaly Little,,Wexford,Republic of Ireland,Y35,T052130,305217,113095,52.25997,-6.45976,Wexford,Wexford County Council,Leinster,South-East,Townland
1808,Assan,,Cavan,Republic of Ireland,A82,N556955,255677,295560,53.90655,-7.15361,Kells,Cavan County Council,Ulster,Border,Townland
1809,Assaun,,Roscommon,Republic of Ireland,F52,M854935,185417,293506,53.89088,-8.22254,Boyle,Roscommon County Council,Connacht,West,Townland
1810,Assey,,Meath,Republic of Ireland,C15,N873605,287343,260535,53.58760,-6.68182,Navan,Meath County Council,Leinster,Mid-East,Townland
1811,Assolas,Áth Solas,Cork,Republic of Ireland,P51,R422024,142259,102413,52.17101,-8.84467,Mallow,Cork County Council,Munster,South-West,Townland
1812,Astagob,,Dublin,Republic of Ireland,D20,O068357,306835,235796,53.36181,-6.39599,Dublin,Fingal County Council,Leinster,Dublin,Townland
1813,Astee,Eas Daoi,Kerry,Republic of Ireland,V31,Q942455,94234,145598,52.55184,-9.56000,Listowel,Kerry County Council,Munster,South-West,Town/Village
1814,Astee East,Eas Daoi Thoir,Kerry,Republic of Ireland,V31,Q950461,95057,146128,52.55675,-9.54804,Listowel,Kerry County Council,Munster,South-West,Townland
1815,Astee West,Eas Daoi Thiar,Kerry,Republic of Ireland,V31,Q936459,93669,145919,52.55462,-9.56843,Listowel,Kerry County Council,Munster,South-West,Townland
1816,Astrish Beg,An Easrais Bheag,Monaghan,Republic of Ireland,H18,H673482,267382,348290,54.37881,-6.96378,Monaghan,Monaghan County Council,Ulster,Border,Townland
1817,Astrish More,An Easrais Mhór,Monaghan,Republic of Ireland,H18,H681484,268100,348414,54.37983,-6.95271,Monaghan,Monaghan County Council,Ulster,Border,Townland
1818,Atateemore,Áit an Tí Móir,Kilkenny,Republic of Ireland,X91,S624185,262463,118578,52.31575,-7.08479,Waterford,Kilkenny County Council,Leinster,South-East,Townland
1819,Athasselabbey North,Áth Iseal Thuaidh,Tipperary,Republic of Ireland,E25,S001368,200147,136861,52.48360,-7.99857,Cashel,Tipperary County Council,Munster,South-East,Townland
1820,Athasselabbey South,Áth Iseal Theas,Tipperary,Republic of Ireland,E25,R994363,199484,136359,52.47909,-8.00833,Cashel,Tipperary County Council,Munster,South-East,Townland
1821,Athboy,Baile Átha Buí,Meath,Republic of Ireland,C15,N717642,271797,264284,53.62363,-6.91565,Navan,Meath County Council,Leinster,Mid-East,Town/Village
1822,Athcarne,Áth Carn,Meath,Republic of Ireland,A92,O028645,302852,264525,53.62063,-6.44639,Drogheda,Meath County Council,Leinster,Mid-East,Townland
1823,Athclare,Áth Cláir,Louth,Republic of Ireland,A92,O054864,305478,286413,53.81668,-6.39928,Drogheda,Louth County Council,Leinster,Border,Townland
1824,Athdown,Áth Dúin,Wicklow,Republic of Ireland,W91,O072152,307235,215209,53.17682,-6.39692,Naas,Wicklow County Council,Leinster,Mid-East,Townland
1825,Athea,Áth an tSléibhe,Limerick,Republic of Ireland,V94,R123351,112393,135127,52.46099,-9.28962,Limerick,Limerick City And County Council,Munster,Mid-West,Town/Village
1826,Athea Lower,Áth an tSléibhe Íochtarach,Limerick,Republic of Ireland,V94,R100358,110071,135880,52.46738,-9.32396,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1827,Athea Upper,Áth an tSléibhe Uachtarach,Limerick,Republic of Ireland,V94,R107339,110703,133986,52.45047,-9.31416,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1828,Athenboy,,Westmeath,Republic of Ireland,N91,N356735,235628,273514,53.71026,-7.46119,Mullingar,Westmeath County Council,Leinster,Midland,Townland
1829,Athenry,Baile Átha an Rí,Galway,Republic of Ireland,H65,M499275,149955,227542,53.29607,-8.75127,Athenry,Galway County Council,Connacht,West,Townland
1830,Athenry,Baile Átha an Rí,Galway,Republic of Ireland,H65,M500284,150037,228462,53.30433,-8.75018,Athenry,Galway County Council,Connacht,West,Town/Village
1831,Athgaine Great,,Meath,Republic of Ireland,A82,N763709,276333,270997,53.68330,-6.84546,Kells,Meath County Council,Leinster,Mid-East,Townland
1832,Athgaine Little,,Meath,Republic of Ireland,A82,N763717,276353,271780,53.69032,-6.84497,Kells,Meath County Council,Leinster,Mid-East,Townland
1833,Athgarrett,,Kildare,Republic of Ireland,W91,N954163,295434,216310,53.18895,-6.57303,Naas,Kildare County Council,Leinster,Mid-East,Townland
1834,Athgarvan,Áth Garbháin,Kildare,Republic of Ireland,W12,N818120,281822,212043,53.15289,-6.77770,Newbridge,Kildare County Council,Leinster,Mid-East,Town/Village
1835,Athgarvan,Áth Garbháin,Wicklow,Republic of Ireland,W91,N939075,293937,207563,53.11065,-6.59797,Naas,Wicklow County Council,Leinster,Mid-East,Townland
1836,Athgoe,Áth Gó,Dublin,Republic of Ireland,D22,N992271,299234,227109,53.28526,-6.51285,Dublin,South Dublin County Council,Leinster,Dublin,Townland
1837,Athgoe North,Áth Gó Thuaidh,Dublin,Republic of Ireland,D22,N984277,298415,227716,53.29087,-6.52492,Dublin,South Dublin County Council,Leinster,Dublin,Townland
1838,Athgoe South,Áth Gó Theas,Dublin,Republic of Ireland,D22,N980270,298051,227001,53.28451,-6.53060,Dublin,South Dublin County Council,Leinster,Dublin,Townland
1839,Athgreany,Áth Gréine,Wicklow,Republic of Ireland,W91,N928032,292876,203262,53.07220,-6.61505,Naas,Wicklow County Council,Leinster,Mid-East,Townland
1840,Athlacca,An tÁth Leacach,Limerick,Republic of Ireland,V35,R558342,155859,134212,52.45801,-8.65008,Kilmallock,Limerick City And County Council,Munster,Mid-West,Town/Village
1841,Athlacca North,An tÁth Leacach Thuaidh,Limerick,Republic of Ireland,V35,R547345,154733,134559,52.46104,-8.66669,Kilmallock,Limerick City And County Council,Munster,Mid-West,Townland
1842,Athlacca South,An tÁth Leacach Theas,Limerick,Republic of Ireland,V35,R549335,154920,133552,52.45200,-8.66381,Kilmallock,Limerick City And County Council,Munster,Mid-West,Townland
1843,Athleague,Áth Liag,Roscommon,Republic of Ireland,F42,M828575,182816,257509,53.56740,-8.26009,Roscommon,Roscommon County Council,Connacht,West,Townland
1844,Athleague,Áth Liag,Roscommon,Republic of Ireland,F42,M830575,183038,257534,53.56763,-8.25674,Roscommon,Roscommon County Council,Connacht,West,Town/Village
1845,Athlone,Baile Átha Luain,Westmeath,Republic of Ireland,N37,N038418,203844,241855,53.42701,-7.94291,Athlone,Westmeath County Council,Leinster,Midland,Townland
1846,Athlone,Baile Átha Luain,Westmeath,Republic of Ireland,N37,N039415,203992,241512,53.42393,-7.94069,Athlone,Westmeath County Council,Leinster,Midland,Town/Village
1847,Athlone And Bigmeadow,,Westmeath,Republic of Ireland,N37,N036410,203604,241073,53.41999,-7.94653,Athlone,Westmeath County Council,Leinster,Midland,Townland
1848,Athlummon,Áth Lomain,Tipperary,Republic of Ireland,E41,S175598,217531,159819,52.68962,-7.74147,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1849,Athlumney,Áth Luimnigh,Meath,Republic of Ireland,C15,N878673,287890,267322,53.64847,-6.67164,Navan,Meath County Council,Leinster,Mid-East,Townland
1850,Athlunkard,Áth Longfoirt,Clare,Republic of Ireland,V94,R591591,159158,159109,52.68198,-8.60463,Limerick,Clare County Council,Munster,Mid-West,Townland
1851,Athnid Beg,Áth Nid Beag,Tipperary,Republic of Ireland,E41,S158632,215851,163269,52.72067,-7.76615,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1852,Athnid More,Áth Nid Mór,Tipperary,Republic of Ireland,E41,S151634,215101,163466,52.72246,-7.77725,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1853,Athroe,,Roscommon,Republic of Ireland,F45,M805883,180571,288370,53.84458,-8.29592,Castlerea,Roscommon County Council,Connacht,West,Townland
1854,Athronan,Áth Rónáin,Meath,Republic of Ireland,C15,N899555,289909,255549,53.54238,-6.64451,Navan,Meath County Council,Leinster,Mid-East,Townland
1855,Athry,Atraí,Galway,Republic of Ireland,H91,L808459,80820,245971,53.45054,-9.79465,Galway,Galway County Council,Connacht,West,Townland
1856,Athy,Baile Átha Í,Kildare,Republic of Ireland,R14,S684938,268449,193844,52.99127,-6.98142,Athy,Kildare County Council,Leinster,Mid-East,Townland
1857,Athy,Baile Átha Í,Kildare,Republic of Ireland,R14,S681939,268159,193902,52.99183,-6.98573,Athy,Kildare County Council,Leinster,Mid-East,Town/Village
1858,Atshanboe,Áth Seanbhoithe,Tipperary,Republic of Ireland,E41,S011584,201165,158481,52.67788,-7.98351,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1859,Attanagh,Áth Tanaí,Laois,Republic of Ireland,R32,S436759,243640,175973,52.83329,-7.35323,Portlaoise,Laois County Council,Leinster,Midland,Town/Village
1860,Attatantee,Áit an tSeantí,Donegal,Republic of Ireland,F92,B858256,185830,425689,55.07833,-8.22260,Letterkenny,Donegal County Council,Ulster,Border,Townland
1861,Attateenoe Lower,Áit an Tí Nua Íochtarach,Kilkenny,Republic of Ireland,E41,S378413,237867,141300,52.52218,-7.44287,Thurles,Kilkenny County Council,Leinster,South-East,Townland
1862,Attateenoe Upper,Áit an Tí Nua Uachtarach,Kilkenny,Republic of Ireland,E41,S372417,237273,141736,52.52614,-7.45157,Thurles,Kilkenny County Council,Leinster,South-East,Townland
1863,Attavally,Áit an Bhaile,Mayo,Republic of Ireland,F12,M141800,114127,280078,53.76338,-9.30287,Claremorris,Mayo County Council,Connacht,West,Townland
1864,Attavally,Áit an Bhaile,Mayo,Republic of Ireland,F26,F839243,83988,324324,54.15486,-9.77650,Ballina,Mayo County Council,Connacht,West,Townland
1865,Atteagh,,Roscommon,Republic of Ireland,N37,M956456,195601,245693,53.46149,-8.06697,Athlone,Roscommon County Council,Connacht,West,Townland
1866,Attiaghygrana,,Roscommon,Republic of Ireland,F52,M855927,185530,292706,53.88370,-8.22079,Boyle,Roscommon County Council,Connacht,West,Townland
1867,Attiantaggart,,Roscommon,Republic of Ireland,F45,M608985,160818,298560,53.93501,-8.59730,Castlerea,Roscommon County Council,Connacht,West,Townland
